-0.973235 0.218205 -0.072111 101
-0.558707 -0.698402 0.447304 403
-0.626171 -0.477738 -0.616179 536
-0.177623 0.963252 -0.201482 1034
0.828905 0.531583 -0.174175 311
0.244662 0.616808 0.748123 366
0.79143 -0.306957 0.528597 598
0.283456 -0.935333 -0.211672 391
0.0784385 -0.587647 0.805306 187
-0.238516 -0.348569 0.906427 78
-0.790775 0.37097 0.486885 460
-0.0955525 0.136702 0.985993 171
0.676535 0.624898 0.389618 24
0.61724 0.385532 -0.685842 149
0.933623 -0.143475 -0.328272 104
0.356558 -0.108106 -0.927997 348
0.727306 -0.522313 -0.445213 19
0.459272 -0.624624 -0.631597 81
-0.89027 0.160471 -0.426227 41
-0.568708 0.189216 -0.80048 90
-0.788014 0.147411 -0.59775 13
0.143287 0.464472 -0.873919 9
0.826009 -0.0648048 -0.559919 7
0.632348 -0.760902 -0.14548 7
-0.0167392 -0.411658 -0.911185 6
-0.271495 0.156204 -0.949679 18
-0.0156742 0.35934 -0.933075 54
0 0 -1 10
