0.180466 -0.54911 0.816033 6
0.508505 -0.106736 0.854418 672
-0.376967 0.536715 0.754873 3099
-0.358757 0.889995 -0.28143 1169
-0.424339 -0.558147 0.713028 1184
0.99083 -0.0626022 -0.119733 1926
0.349329 -0.936329 0.0354559 1755
-0.55114 -0.832528 -0.0560496 71
-0.477008 -0.716388 -0.509167 517
-0.998956 0.0456207 -0.00228593 2121
-0.376847 0.31178 -0.872227 447
0.476816 0.865819 0.15167 1244
0.423288 0.380306 -0.822311 215
0.285856 -0.292423 -0.912565 416
-0.117456 -0.504589 -0.855333 303
-0.395526 -0.0840907 -0.914597 121
0.172252 0.413612 -0.89401 139
0 0 -1 17
