-0.256532 0.107636 0.960524 729
-0.741538 -0.611305 0.276455 12
-0.983798 0.112947 0.139229 12
-0.84661 0.515953 0.130554 12
-0.177239 0.949197 0.260022 14
0.941576 0.00792895 0.336707 14
0.780135 0.151367 0.607024 14
0.59784 -0.789558 0.138509 14
-0.0503288 -0.863916 0.501115 8
-0.83663 -0.490981 0.242874 8
-0.920394 -0.386221 0.0608956 8
-0.98495 -0.0460437 0.166591 8
-0.925429 0.369315 0.0847854 8
-0.345418 0.914568 0.21036 8
0.672067 0.512778 0.534214 8
0.741092 0.357736 0.568162 8
0.910646 0.0163981 0.412862 8
0.952938 -0.296412 0.0636413 8
0.672804 -0.378163 0.635867 115
0.237019 -0.784954 0.572424 47
-0.320068 -0.846106 0.426217 47
-0.580737 -0.736915 0.345978 15
-0.915397 -0.345668 0.206304 15
-0.965407 -0.182982 0.18576 7
-0.999627 -0.0205202 -0.0180109 7
-0.959786 0.247062 0.133309 7
-0.448941 0.867938 0.212454 7
0.176851 0.975127 0.133607 7
0.342412 0.906266 0.247862 7
0.784039 0.476294 0.398029 7
0.878381 0.300475 0.371702 7
0.776972 -0.598798 0.194309 7
0.993585 0.0632594 0.0937427 7
0.378689 -0.925522 -0.0021409 7
0.360123 -0.905843 0.223069 7
0.020594 -0.966319 0.256523 7
-0.492688 -0.870112 0.0128138 16
-0.766106 -0.642701 0.00412531 16
-0.961295 -0.235672 -0.142725 18
-0.962066 0.0696986 -0.263763 18
-0.894137 0.385095 -0.228519 18
-0.724736 0.630073 -0.278866 18
-0.669935 0.726058 0.155005 49
-0.428349 0.895682 -0.119464 19
0.0676403 0.942323 0.3278 19
0.491171 0.736299 0.465419 60
0.752063 0.639664 0.158841 9
0.888106 0.433264 0.153459 9
0.918542 -0.353591 -0.176787 9
0.831597 -0.553678 -0.0434387 9
0.578579 -0.810545 -0.0908949 9
0.146984 -0.984835 0.0921665 9
-0.202382 -0.966685 0.156719 9
-0.596275 -0.783172 -0.176346 9
-0.806788 -0.488264 -0.332702 20
-0.858449 -0.146517 -0.491526 13
-0.847215 0.142115 -0.511888 13
-0.75284 0.313273 -0.578872 10
-0.604289 0.592215 -0.533025 10
-0.474588 0.755446 -0.451737 10
-0.370788 0.855569 -0.361273 10
-0.00207038 0.987166 -0.159686 51
0.608512 0.747824 -0.265467 87
0.944213 0.107408 -0.31133 86
0.814574 -0.341003 -0.469241 24
0.662759 -0.620251 -0.41957 24
0.393714 -0.819089 -0.417232 42
-0.0288991 -0.971182 -0.236581 45
-0.401188 -0.749576 -0.526483 45
-0.651232 -0.504417 -0.566975 6
-0.728255 -0.306637 -0.612877 6
-0.759005 -0.00426783 -0.651071 6
-0.63592 0.380468 -0.671453 6
-0.439685 0.626043 -0.644008 6
-0.224234 0.759046 -0.611202 6
0.292494 0.730211 -0.617445 6
0.61589 0.515145 -0.596075 6
0.739463 0.105792 -0.664833 6
0.678404 -0.285699 -0.676863 6
0.422301 -0.564889 -0.708916 6
0.0474367 -0.695075 -0.717371 6
-0.336883 -0.554874 -0.760674 6
-0.612143 -0.252684 -0.749288 6
-0.588488 0.159652 -0.792586 6
-0.347489 0.454945 -0.819925 6
0.00220461 0.706468 -0.707741 34
0.48864 0.326147 -0.809234 53
0.448091 -0.153882 -0.880644 39
0.0986732 -0.399287 -0.911501 44
-0.304292 -0.16042 -0.938974 77
-0.0594955 0.207628 -0.976397 67
0 0 -1 11
